[0x201000000002688] lsb 0000000b00000000 - noone  EMIT(REG_PC_VERSION, 0x000b0000);
[0x201000000002dd8] lsb 00810000000d0008 - noone  EMIT(REG_PC_OPERATION_ENABLE, PC_OPERATION_ENABLE_RESERVED_0(6) | PC_OPERATION_ENABLE_OP_EN(1));
[0x201000000002de0] lsb 02010000201b1040 - CNA    EMIT(REG_CNA_CBUF_CON0, CNA_CBUF_CON0_WEIGHT_REUSE(1) | CNA_CBUF_CON0_WEIGHT_BANK(1) | CNA_CBUF_CON0_DATA_BANK(11));
[0x201000000002df8] lsb 02016000a120100c - CNA    EMIT(REG_CNA_CONV_CON1, CNA_CONV_CON1_NONALIGN_DMA(1) | CNA_CONV_CON1_GROUP_LINE_OFF(1) | CNA_CONV_CON1_ARGB_IN(10) | CNA_CONV_CON1_PROC_PRECISION(2) | CNA_CONV_CON1_IN_PRECISION(2));
[0x201000000002e00] lsb 10010000000e4004 - DPU    EMIT(REG_DPU_S_POINTER, DPU_S_POINTER_POINTER_PP_MODE(1) | DPU_S_POINTER_EXECUTER_PP_EN(1) | DPU_S_POINTER_POINTER_PP_EN(1));
[0x201000000002e08] lsb 02016000a120100c - CNA    EMIT(REG_CNA_CONV_CON1, CNA_CONV_CON1_NONALIGN_DMA(1) | CNA_CONV_CON1_GROUP_LINE_OFF(1) | CNA_CONV_CON1_ARGB_IN(10) | CNA_CONV_CON1_PROC_PRECISION(2) | CNA_CONV_CON1_IN_PRECISION(2));
[0x201000000002e10] lsb 0201000003201010 - CNA    EMIT(REG_CNA_CONV_CON2, CNA_CONV_CON2_FEATURE_GRAINS(50));
[0x201000000002e18] lsb 0201000000091014 - CNA    EMIT(REG_CNA_CONV_CON3, CNA_CONV_CON3_CONV_Y_STRIDE(1) | CNA_CONV_CON3_CONV_X_STRIDE(1));
[0x201000000002e20] lsb 020100e000321020 - CNA    EMIT(REG_CNA_DATA_SIZE0, CNA_DATA_SIZE0_DATAIN_WIDTH(224) | CNA_DATA_SIZE0_DATAIN_HEIGHT(50));
[0x201000000002e28] lsb 0201000200081024 - CNA    EMIT(REG_CNA_DATA_SIZE1, CNA_DATA_SIZE1_DATAIN_CHANNEL_REAL(2) | CNA_DATA_SIZE1_DATAIN_CHANNEL(8));
[0x201000000002e30] lsb 0201000000de1028 - CNA    EMIT(REG_CNA_DATA_SIZE2, CNA_DATA_SIZE2_DATAOUT_WIDTH(222));
[0x201000000002e38] lsb 0201000029a0102c - CNA    EMIT(REG_CNA_DATA_SIZE3, CNA_DATA_SIZE3_DATAOUT_ATOMICS(10656));
[0x201000000002e40] lsb 0201000012001030 - CNA    EMIT(REG_CNA_WEIGHT_SIZE0, 0x00001200);
[0x201000000002e48] lsb 0201000000901034 - CNA    EMIT(REG_CNA_WEIGHT_SIZE1, CNA_WEIGHT_SIZE1_WEIGHT_BYTES_PER_KERNEL(144));
[0x201000000002e50] lsb 0201030300201038 - CNA    EMIT(REG_CNA_WEIGHT_SIZE2, CNA_WEIGHT_SIZE2_WEIGHT_WIDTH(3) | CNA_WEIGHT_SIZE2_WEIGHT_HEIGHT(3) | CNA_WEIGHT_SIZE2_WEIGHT_KERNELS(32));
[0x201000000002e58] lsb 02010000201b1040 - CNA    EMIT(REG_CNA_CBUF_CON0, CNA_CBUF_CON0_WEIGHT_REUSE(1) | CNA_CBUF_CON0_WEIGHT_BANK(1) | CNA_CBUF_CON0_DATA_BANK(11));
[0x201000000002e60] lsb 020100002bc01044 - CNA    EMIT(REG_CNA_CBUF_CON1, CNA_CBUF_CON1_DATA_ENTRIES(11200));
[0x201000000002e68] lsb 020100000001104c - CNA    EMIT(REG_CNA_CVT_CON0, CNA_CVT_CON0_CVT_BYPASS(1));
[0x201000000002e70] lsb 0201000100001050 - CNA    EMIT(REG_CNA_CVT_CON1, CNA_CVT_CON1_CVT_SCALE0(1));
[0x201000000002e78] lsb 0201000100001054 - CNA    EMIT(REG_CNA_CVT_CON2, CNA_CVT_CON2_CVT_SCALE1(1));
[0x201000000002e80] lsb 0201000100001058 - CNA    EMIT(REG_CNA_CVT_CON3, CNA_CVT_CON3_CVT_SCALE2(1));
[0x201000000002e88] lsb 020100010000105c - CNA    EMIT(REG_CNA_CVT_CON4, CNA_CVT_CON4_CVT_SCALE3(1));
[0x201000000002ea8] lsb 0201ffc71c001070 - CNA    EMIT(REG_CNA_FEATURE_DATA_ADDR, 0xffc71c00);
[0x201000000002eb8] lsb 0201000f000f1078 - CNA    EMIT(REG_CNA_DMA_CON0, CNA_DMA_CON0_WEIGHT_BURST_LEN(15) | CNA_DMA_CON0_DATA_BURST_LEN(15));
[0x201000000002ec0] lsb 0201000000e0107c - CNA    EMIT(REG_CNA_DMA_CON1, CNA_DMA_CON1_LINE_STRIDE(224));
[0x201000000002ec8] lsb 02010000c3201080 - CNA    EMIT(REG_CNA_DMA_CON2, CNA_DMA_CON2_SURF_STRIDE(49952));
[0x201000000002ed0] lsb 020100e000321084 - CNA    EMIT(REG_CNA_FC_DATA_SIZE0, CNA_FC_DATA_SIZE0_DMA_WIDTH(224) | CNA_FC_DATA_SIZE0_DMA_HEIGHT(50));
[0x201000000002ed8] lsb 0201000000081088 - CNA    EMIT(REG_CNA_FC_DATA_SIZE1, CNA_FC_DATA_SIZE1_DMA_CHANNEL(8));
[0x201000000002ef0] lsb 0201ffff80001110 - CNA    EMIT(REG_CNA_DCOMP_ADDR0, 0xffff8000);
[0x201000000002f78] lsb 020100000fff1180 - CNA    EMIT(REG_CNA_CVT_CON5, 0x00000fff);
[0x201000000002f88] lsb 0801000002003010 - CORE   EMIT(REG_CORE_MISC_CFG, CORE_MISC_CFG_PROC_PRECISION(2));
[0x201000000002f90] lsb 0801002f00dd3014 - CORE   EMIT(REG_CORE_DATAOUT_SIZE_0, CORE_DATAOUT_SIZE_0_DATAOUT_HEIGHT(47) | CORE_DATAOUT_SIZE_0_DATAOUT_WIDTH(221));
[0x201000000002f98] lsb 08010000001f3018 - CORE   EMIT(REG_CORE_DATAOUT_SIZE_1, CORE_DATAOUT_SIZE_1_DATAOUT_CHANNEL(31));
[0x201000000002fb0] lsb 1001000001e4400c - DPU    EMIT(REG_DPU_FEATURE_MODE_CFG, DPU_FEATURE_MODE_CFG_BURST_LEN(15) | DPU_FEATURE_MODE_CFG_OUTPUT_MODE(2));
[0x201000000002fb8] lsb 1001480000024010 - DPU    EMIT(REG_DPU_DATA_FORMAT, DPU_DATA_FORMAT_OUT_PRECISION(2) | DPU_DATA_FORMAT_IN_PRECISION(2) | DPU_DATA_FORMAT_PROC_PRECISION(2));
[0x201000000002fc8] lsb 1001ff988a004020 - DPU    EMIT(REG_DPU_DST_BASE_ADDR, 0xff988a00);
[0x201000000002fd0] lsb 1001000c08404024 - DPU    EMIT(REG_DPU_DST_SURF_STRIDE, DPU_DST_SURF_STRIDE_DST_SURF_STRIDE(49284));
[0x201000000002fd8] lsb 1001000000dd4030 - DPU    EMIT(REG_DPU_DATA_CUBE_WIDTH, DPU_DATA_CUBE_WIDTH_WIDTH(221));
[0x201000000002fe0] lsb 10010000002f4034 - DPU    EMIT(REG_DPU_DATA_CUBE_HEIGHT, DPU_DATA_CUBE_HEIGHT_HEIGHT(47));
[0x201000000002ff0] lsb 1001001f001f403c - DPU    EMIT(REG_DPU_DATA_CUBE_CHANNEL, DPU_DATA_CUBE_CHANNEL_ORIG_CHANNEL(31) | DPU_DATA_CUBE_CHANNEL_CHANNEL(31));
[0x201000000002ff8] lsb 1001000000534040 - DPU    EMIT(REG_DPU_BS_CFG, DPU_BS_CFG_BS_RELU_BYPASS(1) | DPU_BS_CFG_BS_MUL_BYPASS(1) | DPU_BS_CFG_BS_ALU_BYPASS(1) | DPU_BS_CFG_BS_BYPASS(1));
[0x201000000003018] lsb 1001000001264050 - DPU    EMIT(REG_DPU_BS_OW_CFG, DPU_BS_OW_CFG_SIZE_E_2(1) | DPU_BS_OW_CFG_SIZE_E_1(1) | DPU_BS_OW_CFG_SIZE_E_0(1) | DPU_BS_OW_CFG_OD_BYPASS(1));
[0x201000000003028] lsb 10010000001f4058 - DPU    EMIT(REG_DPU_WDMA_SIZE_0, DPU_WDMA_SIZE_0_CHANNEL_WDMA(31));
[0x201000000003030] lsb 1001002f00dd405c - DPU    EMIT(REG_DPU_WDMA_SIZE_1, DPU_WDMA_SIZE_1_HEIGHT_WDMA(47) | DPU_WDMA_SIZE_1_WIDTH_WDMA(221));
[0x201000000003038] lsb 1001000000534060 - DPU    EMIT(REG_DPU_BN_CFG, DPU_BN_CFG_BN_RELU_BYPASS(1) | DPU_BN_CFG_BN_MUL_BYPASS(1) | DPU_BN_CFG_BN_ALU_BYPASS(1) | DPU_BN_CFG_BN_BYPASS(1));
[0x201000000003058] lsb 1001000003834070 - DPU    EMIT(REG_DPU_EW_CFG, DPU_EW_CFG_EW_RELU_BYPASS(1) | DPU_EW_CFG_EW_OP_CVT_BYPASS(1) | DPU_EW_CFG_EW_LUT_BYPASS(1) | DPU_EW_CFG_EW_OP_BYPASS(1) | DPU_EW_CFG_EW_BYPASS(1));
[0x201000000003068] lsb 1001000000014078 - DPU    EMIT(REG_DPU_EW_CVT_SCALE_VALUE, DPU_EW_CVT_SCALE_VALUE_EW_OP_CVT_SCALE(1));
[0x201000000003080] lsb 1001000100014084 - DPU    EMIT(REG_DPU_OUT_CVT_SCALE, DPU_OUT_CVT_SCALE_FP32TOFP16_EN(1) | DPU_OUT_CVT_SCALE_OUT_CVT_SCALE(1));
[0x2010000000030d0] lsb 10010018108040c0 - DPU    EMIT(REG_DPU_SURFACE_ADD, DPU_SURFACE_ADD_SURF_ADD(98568));
[0x201000000003140] lsb 0101ffffa1000010 - PC     EMIT(REG_PC_BASE_ADDRESS, PC_BASE_ADDRESS_PC_SOURCE_ADDR(268433936));
[0x201000000003148] lsb 01010000001d0014 - PC     EMIT(REG_PC_REGISTER_AMOUNTS, PC_REGISTER_AMOUNTS_PC_DATA_AMOUNT(29));
[0x201000000003158] lsb 00810000000d0008 - noone  EMIT(REG_PC_OPERATION_ENABLE, PC_OPERATION_ENABLE_RESERVED_0(6) | PC_OPERATION_ENABLE_OP_EN(1));
[0x201000000003160] lsb 02010000201b1040 - CNA    EMIT(REG_CNA_CBUF_CON0, CNA_CBUF_CON0_WEIGHT_REUSE(1) | CNA_CBUF_CON0_WEIGHT_BANK(1) | CNA_CBUF_CON0_DATA_BANK(11));
[0x201000000003178] lsb 02016000a120100c - CNA    EMIT(REG_CNA_CONV_CON1, CNA_CONV_CON1_NONALIGN_DMA(1) | CNA_CONV_CON1_GROUP_LINE_OFF(1) | CNA_CONV_CON1_ARGB_IN(10) | CNA_CONV_CON1_PROC_PRECISION(2) | CNA_CONV_CON1_IN_PRECISION(2));
[0x201000000003180] lsb 10010000000e4004 - DPU    EMIT(REG_DPU_S_POINTER, DPU_S_POINTER_POINTER_PP_MODE(1) | DPU_S_POINTER_EXECUTER_PP_EN(1) | DPU_S_POINTER_POINTER_PP_EN(1));
[0x201000000003188] lsb 02016000a120100c - CNA    EMIT(REG_CNA_CONV_CON1, CNA_CONV_CON1_NONALIGN_DMA(1) | CNA_CONV_CON1_GROUP_LINE_OFF(1) | CNA_CONV_CON1_ARGB_IN(10) | CNA_CONV_CON1_PROC_PRECISION(2) | CNA_CONV_CON1_IN_PRECISION(2));
[0x201000000003190] lsb 0201000003201010 - CNA    EMIT(REG_CNA_CONV_CON2, CNA_CONV_CON2_FEATURE_GRAINS(50));
[0x201000000003198] lsb 0201000000091014 - CNA    EMIT(REG_CNA_CONV_CON3, CNA_CONV_CON3_CONV_Y_STRIDE(1) | CNA_CONV_CON3_CONV_X_STRIDE(1));
[0x2010000000031a0] lsb 020100e000321020 - CNA    EMIT(REG_CNA_DATA_SIZE0, CNA_DATA_SIZE0_DATAIN_WIDTH(224) | CNA_DATA_SIZE0_DATAIN_HEIGHT(50));
[0x2010000000031a8] lsb 0201000200081024 - CNA    EMIT(REG_CNA_DATA_SIZE1, CNA_DATA_SIZE1_DATAIN_CHANNEL_REAL(2) | CNA_DATA_SIZE1_DATAIN_CHANNEL(8));
[0x2010000000031b0] lsb 0201000000de1028 - CNA    EMIT(REG_CNA_DATA_SIZE2, CNA_DATA_SIZE2_DATAOUT_WIDTH(222));
[0x2010000000031b8] lsb 0201000029a0102c - CNA    EMIT(REG_CNA_DATA_SIZE3, CNA_DATA_SIZE3_DATAOUT_ATOMICS(10656));
[0x2010000000031c0] lsb 0201000012001030 - CNA    EMIT(REG_CNA_WEIGHT_SIZE0, 0x00001200);
[0x2010000000031c8] lsb 0201000000901034 - CNA    EMIT(REG_CNA_WEIGHT_SIZE1, CNA_WEIGHT_SIZE1_WEIGHT_BYTES_PER_KERNEL(144));
[0x2010000000031d0] lsb 0201030300201038 - CNA    EMIT(REG_CNA_WEIGHT_SIZE2, CNA_WEIGHT_SIZE2_WEIGHT_WIDTH(3) | CNA_WEIGHT_SIZE2_WEIGHT_HEIGHT(3) | CNA_WEIGHT_SIZE2_WEIGHT_KERNELS(32));
[0x2010000000031d8] lsb 02010000201b1040 - CNA    EMIT(REG_CNA_CBUF_CON0, CNA_CBUF_CON0_WEIGHT_REUSE(1) | CNA_CBUF_CON0_WEIGHT_BANK(1) | CNA_CBUF_CON0_DATA_BANK(11));
[0x2010000000031e0] lsb 020100002bc01044 - CNA    EMIT(REG_CNA_CBUF_CON1, CNA_CBUF_CON1_DATA_ENTRIES(11200));
[0x2010000000031e8] lsb 020100000001104c - CNA    EMIT(REG_CNA_CVT_CON0, CNA_CVT_CON0_CVT_BYPASS(1));
[0x2010000000031f0] lsb 0201000100001050 - CNA    EMIT(REG_CNA_CVT_CON1, CNA_CVT_CON1_CVT_SCALE0(1));
[0x2010000000031f8] lsb 0201000100001054 - CNA    EMIT(REG_CNA_CVT_CON2, CNA_CVT_CON2_CVT_SCALE1(1));
[0x201000000003200] lsb 0201000100001058 - CNA    EMIT(REG_CNA_CVT_CON3, CNA_CVT_CON3_CVT_SCALE2(1));
[0x201000000003208] lsb 020100010000105c - CNA    EMIT(REG_CNA_CVT_CON4, CNA_CVT_CON4_CVT_SCALE3(1));
[0x201000000003228] lsb 0201ffc818001070 - CNA    EMIT(REG_CNA_FEATURE_DATA_ADDR, 0xffc81800);
[0x201000000003238] lsb 0201000f000f1078 - CNA    EMIT(REG_CNA_DMA_CON0, CNA_DMA_CON0_WEIGHT_BURST_LEN(15) | CNA_DMA_CON0_DATA_BURST_LEN(15));
[0x201000000003240] lsb 0201000000e0107c - CNA    EMIT(REG_CNA_DMA_CON1, CNA_DMA_CON1_LINE_STRIDE(224));
[0x201000000003248] lsb 02010000c3201080 - CNA    EMIT(REG_CNA_DMA_CON2, CNA_DMA_CON2_SURF_STRIDE(49952));
[0x201000000003250] lsb 020100e000321084 - CNA    EMIT(REG_CNA_FC_DATA_SIZE0, CNA_FC_DATA_SIZE0_DMA_WIDTH(224) | CNA_FC_DATA_SIZE0_DMA_HEIGHT(50));
[0x201000000003258] lsb 0201000000081088 - CNA    EMIT(REG_CNA_FC_DATA_SIZE1, CNA_FC_DATA_SIZE1_DMA_CHANNEL(8));
[0x201000000003270] lsb 0201ffff80001110 - CNA    EMIT(REG_CNA_DCOMP_ADDR0, 0xffff8000);
[0x2010000000032f8] lsb 020100000fff1180 - CNA    EMIT(REG_CNA_CVT_CON5, 0x00000fff);
[0x201000000003308] lsb 1001ff9b24004020 - DPU    EMIT(REG_DPU_DST_BASE_ADDR, 0xff9b2400);
[0x201000000003310] lsb 10010000001f4058 - DPU    EMIT(REG_DPU_WDMA_SIZE_0, DPU_WDMA_SIZE_0_CHANNEL_WDMA(31));
[0x201000000003318] lsb 1001002f00dd405c - DPU    EMIT(REG_DPU_WDMA_SIZE_1, DPU_WDMA_SIZE_1_HEIGHT_WDMA(47) | DPU_WDMA_SIZE_1_WIDTH_WDMA(221));
[0x201000000003320] lsb 0101ffffa3000010 - PC     EMIT(REG_PC_BASE_ADDRESS, PC_BASE_ADDRESS_PC_SOURCE_ADDR(268433968));
[0x201000000003328] lsb 01010000001d0014 - PC     EMIT(REG_PC_REGISTER_AMOUNTS, PC_REGISTER_AMOUNTS_PC_DATA_AMOUNT(29));
[0x201000000003338] lsb 00810000000d0008 - noone  EMIT(REG_PC_OPERATION_ENABLE, PC_OPERATION_ENABLE_RESERVED_0(6) | PC_OPERATION_ENABLE_OP_EN(1));
[0x201000000003360] lsb 02010000201b1040 - CNA    EMIT(REG_CNA_CBUF_CON0, CNA_CBUF_CON0_WEIGHT_REUSE(1) | CNA_CBUF_CON0_WEIGHT_BANK(1) | CNA_CBUF_CON0_DATA_BANK(11));
